flight_id,timestamp,corridor_id,drone_type,operator_name,airspace_class,cargo_type,season,weather_condition,flight_status,altitude_m,ground_speed_kmh,flight_distance_km,payload_kg,battery_start_pct,battery_end_pct,wind_speed_kmh,temperature_c,visibility_km,corridor_latitude,corridor_longitude,compliant_flight,risk_level
FLT-006054,2022-08-20 13:13:00,COR-001,Multirotor,Matternet,Class C,Food Delivery,Summer,Clear,Completed,390.2,73.6,7.26,1.0,91,68,25.6,12.7,1,33.6722,-87.2734,1,High
FLT-006055,2024-05-09 16:11:00,COR-044,Multirotor,Flytrex,Class E,Mail,Autumn,Clear,Delayed,40.0,58.6,16.42,1.0,70,46,1.2,19.5,2,43.6605,-115.5682,1,High
FLT-006056,2024-08-19 21:23:00,COR-037,Hybrid VTOL,Matternet,Class B,Retail Package,Summer,Clear,Completed,299.4,42.7,24.91,2.0,77,52,14.1,29.0,10,35.8456,-89.2975,1,Critical
FLT-006057,2022-05-19 18:30:00,COR-027,Multirotor,Skydio,Class C,Mail,Spring,Clear,Completed,332.1,91.6,18.24,0.5,86,54,24.5,10.0,20,35.3819,-78.4348,1,Critical
FLT-006058,2022-07-09 20:34:00,COR-015,Multirotor,Flytrex,Class G,Mail,Autumn,Partly Cloudy,Completed,49.7,38.2,20.09,1.0,100,57,14.6,17.1,20,35.7869,-101.1489,1,Low
FLT-006059,2022-12-01 10:16:00,COR-011,Multirotor,Matternet,Class G,Industrial Parts,Summer,Clear,Completed,244.2,77.6,40.17,2.5,96,67,31.3,33.5,10,43.6293,-101.7377,1,High
FLT-006060,2024-05-26 08:16:00,COR-037,Multirotor,Matternet,Class B,Retail Package,Spring,Clear,Completed,326.7,33.1,8.43,0.5,100,72,4.8,12.4,15,43.3027,-100.2999,1,Low
FLT-006061,2021-09-12 18:52:00,COR-024,Single-Rotor,Zipline,Class G,Emergency Response,Summer,Light Rain,Completed,237.6,83.4,14.26,1.5,88,69,1.7,1.1,15,33.8774,-117.9687,1,Medium
FLT-006062,2024-02-02 18:00:00,COR-023,Fixed-Wing,Flytrex,Class E,Medical Supplies,Summer,Clear,Completed,53.6,85.2,3.46,2.0,75,32,5.2,22.9,15,32.3326,-78.2907,1,Critical
FLT-006063,2021-05-17 12:51:00,COR-036,Fixed-Wing,Joby Aviation,Class G,Emergency Response,Spring,Light Rain,Completed,286.6,26.7,11.34,0.5,83,34,10.9,19.7,5,35.8224,-79.41,1,Low
FLT-006064,2022-06-06 21:29:00,COR-031,Single-Rotor,Joby Aviation,Class E,Medical Supplies,Spring,Clear,Completed,52.4,74.0,2.93,1.0,77,30,35.0,25.5,8,37.601,-73.1024,1,Medium
FLT-006065,2024-02-02 14:32:00,COR-023,Multirotor,Skydio,Class C,Emergency Response,Summer,Partly Cloudy,Completed,332.5,72.3,18.07,1.5,100,83,4.2,8.4,15,30.2434,-93.326,1,Critical
FLT-006066,2024-03-08 19:12:00,COR-043,Multirotor,Amazon Prime Air,Class G,Industrial Parts,Spring,Clear,Completed,45.9,79.1,7.05,1.0,80,50,13.9,7.8,5,42.467,-85.1916,1,Critical
FLT-006067,2022-06-29 07:27:00,COR-016,Multirotor,DroneUp,Class G,Emergency Response,Autumn,Partly Cloudy,Aborted,80.8,72.3,35.26,0.5,83,73,1.3,16.4,15,35.7026,-112.0691,1,Medium
FLT-006068,2024-07-10 21:38:00,COR-049,Multirotor,Skydio,Class G,Emergency Response,Summer,Strong Wind,Completed,131.8,45.8,7.58,1.0,79,25,3.7,8.5,15,32.349,-89.2911,1,Critical
FLT-006069,2021-08-10 21:27:00,COR-003,Multirotor,Amazon Prime Air,Class C,Food Delivery,Winter,Clear,Completed,264.3,60.7,6.08,0.5,86,35,2.1,17.1,15,27.3501,-90.1631,1,Low
FLT-006070,2023-03-04 16:07:00,COR-015,Single-Rotor,DroneUp,Class B,Industrial Parts,Autumn,Strong Wind,Completed,391.3,98.3,12.17,5.0,81,54,7.8,11.4,10,30.2546,-77.8408,1,High
FLT-006071,2021-10-14 11:07:00,COR-010,Fixed-Wing,Zipline,Class E,Medical Supplies,Spring,Clear,Completed,73.6,42.8,3.47,1.0,95,63,33.1,21.2,5,45.8842,-81.2912,1,High
FLT-006072,2023-01-11 07:02:00,COR-009,Multirotor,Matternet,Class E,Industrial Parts,Summer,Clear,Completed,82.8,71.5,4.1,1.5,73,48,29.6,11.1,3,31.7122,-76.0151,1,High
FLT-006073,2021-05-24 14:06:00,COR-038,Hybrid VTOL,Matternet,Class G,Retail Package,Spring,Overcast,Completed,166.5,88.0,27.51,1.5,88,37,6.7,27.0,5,28.7149,-79.4272,1,High
FLT-006074,2024-01-29 14:08:00,COR-013,Multirotor,Skydio,Class G,Retail Package,Summer,Light Rain,Completed,339.4,45.2,12.38,1.5,96,62,23.4,22.0,10,35.1348,-79.434,1,High
FLT-006075,2021-07-16 19:13:00,COR-017,Fixed-Wing,Amazon Prime Air,Class C,Surveillance,Autumn,Partly Cloudy,Completed,202.9,36.7,4.16,1.5,86,72,6.8,20.0,5,31.7559,-118.8776,1,Low
FLT-006076,2021-03-23 07:00:00,COR-007,Hybrid VTOL,Joby Aviation,Class C,Retail Package,Autumn,Overcast,Completed,149.0,39.7,0.58,2.0,74,54,6.3,23.5,20,25.7735,-80.5479,1,Low
FLT-006077,2021-08-17 16:39:00,COR-027,Multirotor,Skydio,Class D,Surveillance,Autumn,Partly Cloudy,Completed,237.6,72.9,11.31,3.0,98,46,25.9,18.3,15,32.1092,-92.2336,1,Medium
FLT-006078,2022-07-22 15:27:00,COR-038,Single-Rotor,UPS Flight Forward,Class E,Surveillance,Autumn,Overcast,Completed,126.4,39.5,24.43,1.0,99,84,0.4,7.1,15,36.9704,-103.3582,1,Critical
FLT-006079,2022-05-08 13:14:00,COR-012,Multirotor,Flytrex,Class D,Surveillance,Winter,Light Rain,Completed,178.4,62.3,7.79,0.5,93,70,25.5,30.8,8,37.1377,-119.2308,1,Low
FLT-006080,2024-06-20 14:59:00,COR-032,Single-Rotor,Matternet,Class D,Surveillance,Summer,Overcast,Completed,153.1,92.4,5.13,5.0,83,30,21.6,12.3,10,32.8443,-88.794,1,High
FLT-006081,2024-02-06 17:53:00,COR-037,Multirotor,Amazon Prime Air,Class D,Medical Supplies,Autumn,Clear,Completed,327.5,64.0,9.09,3.0,76,41,2.7,23.3,10,34.8407,-105.9181,1,Low
FLT-006082,2022-04-30 10:01:00,COR-046,Multirotor,Flytrex,Class D,Surveillance,Summer,Clear,Completed,372.0,49.4,57.55,1.0,72,36,6.3,14.2,10,46.2414,-99.079,1,High
FLT-006083,2024-02-08 16:48:00,COR-033,Single-Rotor,Amazon Prime Air,Class B,Retail Package,Summer,Clear,Completed,311.0,67.5,9.9,3.0,74,51,22.9,7.8,15,33.3017,-88.5953,1,High
FLT-006084,2022-03-27 11:51:00,COR-014,Multirotor,Joby Aviation,Class D,Industrial Parts,Summer,Clear,Completed,192.5,63.6,5.41,2.0,74,22,9.8,2.9,10,30.681,-77.323,1,Medium
FLT-006085,2023-02-24 12:34:00,COR-024,Multirotor,Skydio,Class C,Retail Package,Autumn,Light Rain,Completed,216.6,74.1,15.16,1.5,77,39,15.6,40.0,10,30.3563,-81.5536,1,Low
FLT-006086,2024-06-16 06:10:00,COR-044,Multirotor,Joby Aviation,Class B,Retail Package,Spring,Light Rain,Completed,76.3,97.4,29.96,3.0,91,64,2.0,3.4,2,35.0708,-99.9207,1,High
FLT-006087,2021-07-06 14:51:00,COR-048,Multirotor,Joby Aviation,Class C,Food Delivery,Spring,Clear,Diverted,306.3,72.9,0.5,2.0,72,45,7.7,17.1,15,41.7094,-102.9986,1,Medium
FLT-006088,2023-09-23 09:06:00,COR-010,Multirotor,Matternet,Class D,Retail Package,Summer,Partly Cloudy,Completed,250.7,105.7,14.7,2.5,92,69,8.6,22.6,3,29.5317,-110.2508,1,Medium
FLT-006089,2022-05-20 19:14:00,COR-032,Fixed-Wing,Zipline,Class B,Retail Package,Winter,Clear,Completed,363.9,74.1,32.58,1.5,70,54,1.2,-2.4,5,40.6045,-103.7511,1,Critical
FLT-006090,2022-05-11 20:39:00,COR-012,Multirotor,Matternet,Class G,Emergency Response,Spring,Strong Wind,Completed,104.2,49.7,4.37,2.5,71,34,4.7,16.2,3,25.4653,-116.5587,1,High
FLT-006091,2021-12-06 11:58:00,COR-045,Single-Rotor,Zipline,Class B,Industrial Parts,Summer,Partly Cloudy,Completed,311.1,110.8,45.85,1.0,76,62,15.9,30.0,15,34.2165,-74.4158,1,Low
FLT-006092,2022-03-28 14:06:00,COR-017,Fixed-Wing,DroneUp,Class C,Mail,Summer,Fog,Diverted,283.3,62.5,15.52,2.0,84,35,2.2,27.0,20,42.069,-93.878,1,Low
FLT-006093,2021-01-07 13:42:00,COR-029,Multirotor,Joby Aviation,Class E,Retail Package,Summer,Partly Cloudy,Completed,128.4,43.9,13.09,1.5,83,59,11.7,25.2,20,32.4521,-115.7375,1,Medium
FLT-006094,2022-09-24 19:37:00,COR-002,Multirotor,Matternet,Class G,Food Delivery,Spring,Clear,Completed,276.9,111.5,59.67,1.5,82,39,0.9,18.6,5,37.4022,-104.7125,1,Critical
FLT-006095,2024-05-13 18:28:00,COR-035,Hybrid VTOL,Matternet,Class G,Retail Package,Winter,Clear,Completed,372.0,50.3,2.5,2.5,81,67,1.0,6.6,20,29.5095,-95.1951,1,Critical
FLT-006096,2022-03-14 13:06:00,COR-049,Multirotor,Matternet,Class C,Emergency Response,Autumn,Partly Cloudy,Aborted,369.8,49.6,24.26,0.5,98,85,14.2,10.7,10,41.3239,-95.8886,1,Low
FLT-006097,2021-06-17 19:45:00,COR-035,Hybrid VTOL,Skydio,Class C,Industrial Parts,Winter,Partly Cloudy,Completed,296.3,54.0,30.72,3.0,87,61,58.9,9.1,20,26.1501,-120.2603,1,Low
FLT-006098,2023-06-29 20:09:00,COR-013,Multirotor,Wing (Alphabet),Class B,Surveillance,Spring,Light Rain,Completed,47.8,68.3,12.07,1.5,71,61,5.4,22.1,8,43.7559,-75.4088,1,High
FLT-006099,2023-02-27 18:01:00,COR-017,Hybrid VTOL,Skydio,Class E,Emergency Response,Spring,Clear,Completed,352.7,83.6,0.5,2.0,95,76,11.5,1.9,5,29.3603,-108.5066,1,Critical
FLT-006100,2024-01-14 14:13:00,COR-027,Multirotor,Matternet,Class E,Food Delivery,Winter,Clear,Completed,273.4,12.0,13.37,1.5,76,33,11.6,25.0,15,44.2368,-121.207,1,Critical
FLT-006101,2024-10-10 21:27:00,COR-049,Multirotor,Matternet,Class C,Medical Supplies,Spring,Strong Wind,Completed,144.9,83.5,3.0,2.0,79,37,2.3,14.3,5,32.7556,-118.2542,1,Low
FLT-006102,2023-12-10 16:20:00,COR-008,Multirotor,Matternet,Class D,Medical Supplies,Winter,Overcast,Completed,99.3,53.9,14.88,2.0,89,38,33.9,10.7,2,40.899,-93.5704,1,High
FLT-006103,2021-02-12 21:32:00,COR-043,Multirotor,Skydio,Class E,Emergency Response,Winter,Light Rain,Completed,73.0,56.7,24.15,3.0,94,58,9.0,22.7,10,32.023,-115.2485,1,Low
FLT-006104,2024-06-14 18:53:00,COR-018,Fixed-Wing,Zipline,Class D,Food Delivery,Winter,Strong Wind,Completed,48.6,99.3,13.63,3.0,92,59,5.9,7.1,10,44.9301,-119.9555,1,High
FLT-006105,2023-06-25 12:23:00,COR-001,Multirotor,Matternet,Class D,Medical Supplies,Winter,Overcast,Delayed,309.0,69.3,17.94,1.0,95,43,1.7,27.7,15,27.786,-103.3983,1,High
FLT-006106,2021-10-23 08:38:00,COR-037,Multirotor,UPS Flight Forward,Class E,Emergency Response,Winter,Clear,Completed,117.3,74.0,1.98,2.0,79,42,9.9,20.3,3,28.9274,-91.4847,1,High
FLT-006107,2024-12-02 18:10:00,COR-023,Fixed-Wing,UPS Flight Forward,Class B,Mail,Winter,Clear,Completed,39.0,64.0,1.84,2.5,75,47,27.9,17.1,10,35.8467,-116.5198,1,High
FLT-006108,2023-04-08 12:13:00,COR-010,Hybrid VTOL,UPS Flight Forward,Class E,Emergency Response,Summer,Overcast,Aborted,177.0,80.3,34.26,2.5,73,62,8.6,6.9,8,26.8026,-106.6469,1,High
FLT-006109,2022-10-06 17:25:00,COR-026,Single-Rotor,UPS Flight Forward,Class C,Emergency Response,Autumn,Fog,Completed,208.6,97.4,0.91,3.0,77,67,1.6,10.0,10,29.3116,-101.5297,1,Medium
FLT-006110,2022-07-16 13:45:00,COR-016,Multirotor,DroneUp,Class B,Mail,Spring,Strong Wind,Completed,92.6,15.5,6.02,2.5,82,28,3.9,21.8,3,45.7629,-114.1865,1,High
FLT-006111,2022-08-19 13:24:00,COR-008,Fixed-Wing,UPS Flight Forward,Class D,Mail,Summer,Clear,Aborted,46.3,86.7,49.96,2.0,74,40,52.7,24.1,15,46.4828,-97.2024,1,Medium
FLT-006112,2024-05-14 21:01:00,COR-032,Multirotor,Flytrex,Class E,Emergency Response,Spring,Clear,Completed,100.0,95.9,11.05,2.0,77,65,6.2,24.1,10,33.2777,-117.8245,1,Critical
FLT-006113,2024-11-06 13:41:00,COR-048,Single-Rotor,DroneUp,Class D,Food Delivery,Autumn,Overcast,Diverted,281.3,75.0,20.21,2.5,97,81,50.5,19.3,10,45.3123,-119.7206,1,High
FLT-006114,2024-11-29 08:28:00,COR-001,Fixed-Wing,Joby Aviation,Class C,Industrial Parts,Spring,Overcast,Delayed,60.4,51.5,4.51,2.5,77,43,9.5,25.0,5,36.9861,-96.5281,1,High
FLT-006115,2024-12-31 06:24:00,COR-048,Hybrid VTOL,Wing (Alphabet),Class D,Emergency Response,Winter,Partly Cloudy,Aborted,235.4,42.0,5.68,1.0,98,74,14.9,7.3,5,30.9343,-109.853,1,Critical
FLT-006116,2024-03-16 17:23:00,COR-022,Multirotor,Skydio,Class G,Mail,Spring,Strong Wind,Completed,84.2,112.2,12.8,2.5,96,83,3.0,23.2,5,40.4528,-117.3267,1,High
FLT-006117,2023-02-20 06:31:00,COR-015,Hybrid VTOL,Manna Drone Delivery,Class E,Food Delivery,Summer,Fog,Completed,102.4,46.9,18.29,3.0,78,67,52.4,7.0,15,39.4958,-101.2283,1,Low
FLT-006118,2023-06-13 20:58:00,COR-029,Multirotor,Matternet,Class D,Food Delivery,Winter,Partly Cloudy,Completed,175.4,95.4,58.15,1.0,83,68,0.1,17.1,8,46.7608,-77.1581,1,High
FLT-006119,2023-05-19 08:27:00,COR-038,Single-Rotor,UPS Flight Forward,Class C,Industrial Parts,Autumn,Partly Cloudy,Completed,67.3,72.8,15.38,0.0,98,54,23.3,15.7,8,30.831,-86.5146,1,Low
FLT-006120,2022-06-07 17:14:00,COR-028,Multirotor,Matternet,Class C,Surveillance,Autumn,Light Rain,Completed,94.1,105.9,1.82,0.5,97,54,14.0,14.2,8,39.7853,-82.0348,1,High
FLT-006121,2022-07-06 17:58:00,COR-004,Fixed-Wing,Flytrex,Class E,Mail,Autumn,Partly Cloudy,Completed,159.1,58.6,8.23,1.0,80,50,12.9,37.3,3,26.1445,-79.2762,1,High
FLT-006122,2022-06-17 21:10:00,COR-025,Fixed-Wing,Joby Aviation,Class E,Mail,Spring,Clear,Completed,152.0,32.8,5.04,3.0,94,63,4.5,12.4,20,27.5002,-74.3412,1,Medium
FLT-006123,2021-12-12 13:54:00,COR-027,Multirotor,Wing (Alphabet),Class B,Industrial Parts,Summer,Clear,Diverted,307.2,65.0,5.28,0.5,92,42,2.5,26.8,10,25.0862,-84.6009,1,Critical
FLT-006124,2024-04-14 12:54:00,COR-019,Multirotor,Manna Drone Delivery,Class G,Industrial Parts,Autumn,Clear,Completed,57.7,35.3,12.67,2.0,79,41,11.7,18.1,20,46.9881,-92.188,1,Medium
FLT-006125,2021-03-16 18:23:00,COR-006,Fixed-Wing,Joby Aviation,Class D,Food Delivery,Spring,Partly Cloudy,Completed,348.4,118.5,6.85,3.0,76,53,29.6,26.1,10,42.65,-104.0941,1,Critical
FLT-006126,2021-04-09 13:05:00,COR-021,Fixed-Wing,DroneUp,Class D,Surveillance,Winter,Overcast,Aborted,332.0,77.6,6.15,3.0,82,31,3.5,13.9,15,42.3079,-113.0995,1,Critical
FLT-006127,2024-12-19 11:05:00,COR-025,Multirotor,Amazon Prime Air,Class E,Mail,Winter,Partly Cloudy,Completed,313.4,80.6,61.97,1.5,91,75,19.7,8.2,15,36.214,-88.3537,1,Medium
FLT-006128,2024-06-14 07:16:00,COR-021,Multirotor,Zipline,Class D,Industrial Parts,Summer,Strong Wind,Completed,144.5,80.6,15.79,1.5,78,64,1.1,16.3,15,31.6015,-73.2475,1,Low
FLT-006129,2021-06-12 14:28:00,COR-009,Multirotor,Skydio,Class E,Industrial Parts,Spring,Fog,Completed,334.5,51.1,5.46,1.0,77,53,3.3,17.7,10,28.3278,-99.0994,1,Medium
FLT-006130,2021-11-02 15:09:00,COR-034,Multirotor,Zipline,Class G,Surveillance,Summer,Overcast,Completed,97.6,62.4,5.81,0.5,86,63,0.7,28.0,8,31.2628,-86.5397,1,Critical
FLT-006131,2023-06-12 14:55:00,COR-037,Multirotor,Flytrex,Class D,Mail,Spring,Clear,Completed,76.0,67.2,29.99,1.0,93,47,5.8,15.4,3,33.2714,-97.7405,1,Low
FLT-006132,2022-01-16 13:26:00,COR-032,Hybrid VTOL,Wing (Alphabet),Class D,Food Delivery,Spring,Clear,Completed,46.6,103.9,39.16,0.5,83,39,14.3,15.0,15,41.6388,-100.8353,1,High
FLT-006133,2022-10-01 11:33:00,COR-035,Hybrid VTOL,Matternet,Class C,Mail,Autumn,Light Rain,Completed,377.5,41.9,20.46,1.5,87,50,8.2,19.8,10,36.8726,-101.895,1,Medium
FLT-006134,2021-05-17 13:55:00,COR-018,Single-Rotor,Matternet,Class E,Medical Supplies,Summer,Clear,Completed,144.0,50.4,10.16,0.5,78,32,9.3,12.6,5,26.7046,-97.2734,1,High
FLT-006135,2021-07-08 07:36:00,COR-026,Multirotor,Skydio,Class D,Industrial Parts,Winter,Fog,Completed,369.5,57.7,26.03,1.5,91,56,10.3,20.9,10,25.3966,-104.0221,1,Critical
FLT-006136,2024-09-02 11:18:00,COR-047,Multirotor,Joby Aviation,Class D,Food Delivery,Winter,Overcast,Completed,130.9,51.5,49.87,3.0,90,75,3.0,17.1,10,27.2513,-85.3101,1,Critical
FLT-006137,2024-01-28 21:27:00,COR-013,Multirotor,Matternet,Class B,Food Delivery,Summer,Overcast,Completed,365.8,35.8,3.27,2.0,92,75,4.9,3.5,20,34.031,-79.1607,1,Medium
FLT-006138,2021-12-10 13:01:00,COR-005,Multirotor,Joby Aviation,Class D,Mail,Spring,Clear,Completed,364.5,10.9,35.61,2.0,96,77,7.3,20.2,3,45.5302,-78.7386,1,Medium
FLT-006139,2022-02-05 08:04:00,COR-033,Multirotor,Skydio,Class B,Industrial Parts,Spring,Overcast,Completed,371.8,28.5,34.01,2.5,98,67,10.2,21.1,5,39.0229,-110.8428,1,High
FLT-006140,2021-07-27 14:52:00,COR-019,Single-Rotor,Flytrex,Class C,Food Delivery,Summer,Light Rain,Completed,213.6,87.0,8.22,0.0,84,65,22.5,18.6,10,42.6402,-78.1005,1,Low
FLT-006141,2022-01-02 09:49:00,COR-011,Fixed-Wing,Wing (Alphabet),Class B,Food Delivery,Winter,Partly Cloudy,Delayed,350.4,64.8,6.21,2.5,85,57,7.4,19.0,2,35.2602,-105.264,1,Critical
FLT-006142,2023-08-06 17:46:00,COR-050,Multirotor,Wing (Alphabet),Class B,Food Delivery,Spring,Clear,Completed,381.8,81.7,15.0,0.5,89,48,17.6,21.4,8,32.9567,-106.8439,1,Medium
FLT-006143,2022-01-02 10:34:00,COR-007,Fixed-Wing,Wing (Alphabet),Class C,Food Delivery,Winter,Partly Cloudy,Completed,150.1,53.3,5.72,1.0,78,55,1.5,15.9,1,27.3848,-86.389,1,Medium
FLT-006144,2022-01-18 13:50:00,COR-023,Multirotor,Joby Aviation,Class D,Food Delivery,Autumn,Overcast,Completed,185.0,63.0,2.83,1.0,79,46,1.7,16.6,5,44.2705,-107.0699,1,Critical
FLT-006145,2021-01-18 16:54:00,COR-005,Multirotor,Matternet,Class D,Medical Supplies,Autumn,Partly Cloudy,Diverted,296.1,97.3,55.07,0.5,100,73,4.1,21.6,5,42.2295,-119.4046,1,Medium
FLT-006146,2021-12-18 14:32:00,COR-025,Hybrid VTOL,UPS Flight Forward,Class C,Medical Supplies,Winter,Clear,Completed,141.1,96.1,12.17,0.5,83,47,4.6,21.4,8,28.6986,-103.6927,1,High
FLT-006147,2021-02-12 07:25:00,COR-004,Multirotor,Amazon Prime Air,Class D,Retail Package,Summer,Light Rain,Completed,308.9,83.8,11.5,5.0,81,54,11.8,17.0,15,36.2697,-86.6482,1,Critical
FLT-006148,2021-10-04 11:03:00,COR-039,Multirotor,Matternet,Class B,Surveillance,Winter,Clear,Completed,57.3,69.0,2.43,2.0,77,64,3.0,22.1,8,35.7222,-105.979,1,High
FLT-006149,2023-08-19 10:54:00,COR-028,Multirotor,UPS Flight Forward,Class G,Mail,Autumn,Clear,Delayed,223.7,75.4,12.63,1.5,86,48,1.8,21.8,20,38.752,-91.1516,1,High
FLT-006150,2021-09-28 13:55:00,COR-023,Single-Rotor,Flytrex,Class G,Food Delivery,Summer,Strong Wind,Completed,75.3,72.4,24.44,2.5,86,46,12.5,-5.0,5,45.8161,-89.6541,1,High
FLT-006151,2024-06-01 17:36:00,COR-040,Fixed-Wing,Zipline,Class B,Retail Package,Summer,Partly Cloudy,Completed,138.5,61.7,5.13,2.5,88,76,60.0,13.9,3,37.755,-86.0469,0,Low
FLT-006152,2022-07-26 20:15:00,COR-021,Single-Rotor,Amazon Prime Air,Class E,Medical Supplies,Autumn,Clear,Completed,125.7,56.9,8.28,0.5,93,67,58.0,29.2,2,36.8848,-78.0406,0,Medium
FLT-006153,2023-07-21 11:45:00,COR-026,Fixed-Wing,Skydio,Class G,Industrial Parts,Autumn,Strong Wind,Aborted,340.4,87.4,3.55,2.0,93,81,30.6,25.4,20,26.1071,-100.8043,1,Low
FLT-006154,2021-08-14 13:10:00,COR-006,Multirotor,Amazon Prime Air,Class E,Surveillance,Autumn,Strong Wind,Completed,101.6,39.1,7.9,3.0,87,71,0.8,30.1,3,26.384,-113.8448,1,High
FLT-006155,2024-08-03 07:04:00,COR-002,Multirotor,Flytrex,Class C,Emergency Response,Summer,Light Rain,Completed,329.1,94.7,35.56,1.5,82,42,17.3,19.1,8,29.1216,-106.3726,1,Medium
FLT-006156,2023-02-12 10:00:00,COR-031,Multirotor,Skydio,Class E,Mail,Spring,Overcast,Completed,323.8,59.5,4.87,2.0,86,50,5.8,31.1,15,25.7144,-100.8238,1,High
FLT-006157,2022-08-12 20:33:00,COR-034,Multirotor,Flytrex,Class G,Industrial Parts,Spring,Overcast,Completed,214.6,38.7,0.54,3.0,73,26,20.7,13.0,5,41.3538,-87.0193,1,Critical
FLT-006158,2023-10-01 18:35:00,COR-038,Hybrid VTOL,Skydio,Class D,Retail Package,Spring,Light Rain,Completed,116.5,54.1,13.83,2.0,99,87,0.6,10.3,2,40.9133,-121.357,1,Medium
FLT-006159,2024-01-14 18:56:00,COR-021,Fixed-Wing,DroneUp,Class E,Medical Supplies,Autumn,Clear,Completed,114.0,47.5,15.59,5.0,87,65,21.8,19.4,10,27.9932,-106.5265,1,Critical
FLT-006160,2023-12-12 20:41:00,COR-044,Multirotor,Matternet,Class E,Emergency Response,Autumn,Partly Cloudy,Delayed,202.0,53.5,7.18,1.0,90,63,11.6,15.0,2,43.3937,-83.7877,1,Low
FLT-006161,2023-12-01 17:50:00,COR-034,Hybrid VTOL,Amazon Prime Air,Class E,Emergency Response,Winter,Partly Cloudy,Completed,33.3,53.1,18.47,2.5,99,68,1.0,30.2,15,28.4053,-89.128,1,Medium
FLT-006162,2024-05-25 18:48:00,COR-027,Single-Rotor,Skydio,Class C,Retail Package,Spring,Partly Cloudy,Completed,226.6,52.3,0.7,2.0,97,43,38.2,27.9,10,31.6259,-86.1447,1,Low
FLT-006163,2022-05-30 19:10:00,COR-034,Fixed-Wing,Flytrex,Class D,Food Delivery,Spring,Clear,Completed,382.5,58.8,7.49,1.0,92,71,24.7,18.8,5,30.4775,-82.2213,1,High
FLT-006164,2023-10-28 21:08:00,COR-014,Multirotor,Flytrex,Class C,Food Delivery,Spring,Clear,Completed,87.2,63.7,2.81,3.0,79,31,14.0,16.6,10,33.1908,-83.6214,1,High
FLT-006165,2021-03-16 12:04:00,COR-018,Hybrid VTOL,Skydio,Class D,Food Delivery,Summer,Clear,Completed,242.1,80.3,4.7,5.0,96,68,5.5,18.4,1,30.6026,-88.573,1,Low
FLT-006166,2024-05-13 17:53:00,COR-021,Multirotor,Wing (Alphabet),Class C,Industrial Parts,Winter,Clear,Completed,385.9,60.1,8.68,0.5,97,58,8.6,22.1,10,35.7569,-100.4566,1,Critical
FLT-006167,2022-09-04 09:38:00,COR-046,Multirotor,UPS Flight Forward,Class G,Emergency Response,Autumn,Overcast,Completed,348.4,71.5,12.24,3.0,79,26,0.3,21.8,15,33.963,-73.8037,1,Low
FLT-006168,2023-04-25 18:24:00,COR-025,Multirotor,Matternet,Class E,Industrial Parts,Summer,Partly Cloudy,Completed,344.6,65.2,1.76,1.0,74,34,13.4,28.9,2,46.7045,-94.1154,1,Low
FLT-006169,2022-09-06 17:01:00,COR-009,Fixed-Wing,Amazon Prime Air,Class G,Food Delivery,Spring,Strong Wind,Diverted,334.1,75.8,1.92,1.0,70,44,37.3,29.6,5,26.2304,-112.0643,1,Critical
FLT-006170,2022-10-07 21:12:00,COR-046,Fixed-Wing,Amazon Prime Air,Class D,Medical Supplies,Spring,Clear,Completed,144.3,65.9,20.18,0.0,83,46,3.0,3.8,10,28.128,-107.6522,1,High
FLT-006171,2021-02-02 12:27:00,COR-034,Single-Rotor,Joby Aviation,Class G,Retail Package,Summer,Partly Cloudy,Completed,359.5,52.1,9.32,3.0,79,29,6.3,22.3,2,26.1622,-88.0154,1,High
FLT-006172,2024-07-31 10:28:00,COR-009,Multirotor,Wing (Alphabet),Class B,Surveillance,Spring,Clear,Completed,378.3,46.6,3.5,2.5,97,84,23.8,14.1,15,38.7685,-76.6878,1,High
FLT-006173,2024-04-24 10:41:00,COR-021,Hybrid VTOL,Matternet,Class E,Mail,Summer,Clear,Aborted,213.4,69.2,4.82,0.5,74,60,0.8,23.9,8,26.1992,-113.2427,1,Critical
FLT-006174,2022-09-11 18:15:00,COR-043,Fixed-Wing,Zipline,Class E,Emergency Response,Spring,Clear,Completed,161.2,90.5,22.92,2.0,91,47,4.6,26.0,5,43.4017,-117.965,1,Critical
FLT-006175,2021-10-19 06:57:00,COR-016,Hybrid VTOL,Zipline,Class D,Emergency Response,Summer,Overcast,Diverted,183.3,60.4,0.96,0.5,78,62,34.1,6.4,20,36.2626,-78.805,1,Low
FLT-006176,2022-04-11 20:16:00,COR-018,Multirotor,UPS Flight Forward,Class G,Emergency Response,Autumn,Strong Wind,Completed,153.7,51.0,12.79,2.5,98,73,17.6,23.0,10,36.5942,-77.1514,1,Medium
FLT-006177,2023-09-24 18:29:00,COR-005,Fixed-Wing,DroneUp,Class D,Medical Supplies,Autumn,Partly Cloudy,Delayed,108.6,59.9,8.04,1.5,86,51,1.0,20.0,20,37.3551,-108.4574,1,High
FLT-006178,2024-12-30 20:23:00,COR-046,Multirotor,Zipline,Class B,Emergency Response,Autumn,Clear,Completed,258.8,53.8,30.0,0.5,88,59,7.5,27.3,8,28.7579,-103.513,1,Critical
FLT-006179,2022-02-24 20:08:00,COR-026,Multirotor,Skydio,Class C,Mail,Winter,Fog,Completed,238.2,51.7,28.1,2.5,96,83,8.6,24.2,20,29.3492,-89.6508,1,High
